;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42
1;27,31684588;-81,57921147;20,28960573;-4,737634409;-72;121,3935484;-45,15842294;42;34,89605735;-26,42078853;85,1311828;-107,1039427;67,39354839;-65,84157706;33;-29,57921147;-18,8688172;-65,8688172;97;11,28960573;-60,26236559;-105,1039427;-38,39354839;34,10394265;-32,71039427;69,97275986;-24,15842294;42,02724014;-9,103942652;-33,71039427;-33,8688172;65,1311828;57,8688172;138,3935484;-70,28960573;-129,9727599;76,55197133;104,4207885;66,28960573;-94,97275986;133,3935484;-32,8688172
1;9,316845878;99,42078853;-8,710394265;2,262365591;41;-28,60645161;-44,15842294;-21;-120,1039427;-53,42078853;-71,8688172;13,89605735;-29,60645161;-116,8415771;-41;-77,57921147;99,1311828;29,1311828;86;85,28960573;-5,262365591;-19,10394265;-6,393548387;17,10394265;-93,71039427;52,97275986;33,84157706;-109,9727599;-3,103942652;-19,71039427;73,1311828;-52,8688172;39,8688172;59,39354839;14,71039427;32,02724014;57,55197133;-4,57921147;41,28960573;-89,97275986;104,3935484;-3,868817204
1;47,31684588;76,42078853;-34,71039427;110,2623656;-65;8,393548387;33,84157706;-14;-34,10394265;-81,42078853;48,1311828;-88,10394265;111,3935484;-23,84157706;82;-73,57921147;115,1311828;-71,8688172;9;-67,71039427;-99,26236559;-23,10394265;-39,39354839;51,10394265;-45,71039427;16,97275986;14,84157706;-134,9727599;-5,103942652;52,28960573;96,1311828;51,1311828;-61,1311828;46,39354839;22,71039427;-80,97275986;-9,448028674;-20,57921147;-54,71039427;-13,97275986;-48,60645161;40,1311828
1;-26,68315412;-84,57921147;-97,71039427;-1,737634409;-76;126,3935484;64,84157706;92;-117,1039427;11,57921147;50,1311828;-40,10394265;2,393548387;53,15842294;-74;-5,57921147;100,1311828;-9,868817204;80;-73,71039427;53,73763441;-69,10394265;-50,39354839;77,10394265;63,28960573;75,97275986;58,84157706;49,02724014;-80,10394265;21,28960573;43,1311828;1,131182796;-34,1311828;53,39354839;105,7103943;-78,97275986;37,55197133;-5,57921147;-45,71039427;-14,97275986;-29,60645161;-0,868817204
1;49,31684588;-33,57921147;43,28960573;52,26236559;97;8,393548387;42,84157706;72;33,89605735;4,57921147;-75,8688172;28,89605735;-48,60645161;-32,84157706;50;81,42078853;61,1311828;-57,8688172;1;-55,71039427;-72,26236559;8,896057348;3,606451613;56,10394265;28,28960573;-21,02724014;-39,15842294;13,02724014;-102,1039427;15,28960573;66,1311828;107,1311828;-74,1311828;132,3935484;-80,28960573;-131,9727599;94,55197133;-58,57921147;-62,71039427;-78,97275986;113,3935484;19,1311828
1;-24,68315412;9,42078853;-100,7103943;-10,73763441;-20;33,39354839;-11,15842294;-92;-124,1039427;86,57921147;-44,8688172;-40,10394265;73,39354839;75,15842294;20;-62,57921147;-45,8688172;10,1311828;54;-6,710394265;-116,2623656;-134,1039427;-61,39354839;40,10394265;15,28960573;-51,02724014;69,84157706;-82,97275986;-45,10394265;-19,71039427;-53,8688172;-82,8688172;-70,1311828;-21,60645161;-93,28960573;-101,9727599;68,55197133;105,4207885;-25,71039427;-27,97275986;77,39354839;59,1311828
1;-62,68315412;-1,57921147;55,28960573;31,26236559;-91;-37,60645161;-15,15842294;-86;-34,10394265;4,57921147;-33,8688172;-2,103942652;-0,606451613;39,15842294;-64;90,42078853;94,1311828;55,1311828;-10;-51,71039427;20,73763441;-68,10394265;-66,39354839;37,10394265;-9,710394265;23,97275986;71,84157706;20,02724014;27,89605735;38,28960573;-36,8688172;24,1311828;62,8688172;137,3935484;-7,289605735;-102,9727599;66,55197133;-87,57921147;62,28960573;-87,97275986;-32,60645161;2,131182796
1;-65,68315412;-49,57921147;-68,71039427;45,26236559;-98;62,39354839;83,84157706;-37;-64,10394265;-8,42078853;-71,8688172;36,89605735;136,3935484;-29,84157706;18;-39,57921147;45,1311828;-19,8688172;53;52,28960573;-34,26236559;-155,1039427;3,606451613;117,1039427;-40,71039427;22,97275986;6,841577061;-49,97275986;-143,1039427;-76,71039427;115,1311828;47,1311828;50,8688172;-0,606451613;-25,28960573;7,027240143;-6,448028674;-78,57921147;79,28960573;-119,9727599;-19,60645161;44,1311828
1;24,31684588;62,42078853;-0,710394265;18,26236559;-47;132,3935484;113,8415771;88;20,89605735;-63,42078853;-15,8688172;-34,10394265;89,39354839;-89,84157706;73;-11,57921147;30,1311828;-60,8688172;-68;28,28960573;43,73763441;-3,103942652;30,60645161;58,10394265;14,28960573;30,97275986;-52,15842294;-29,97275986;-71,10394265;-100,7103943;-28,8688172;9,131182796;-45,1311828;119,3935484;-63,28960573;43,02724014;-31,44802867;-69,57921147;-19,71039427;14,02724014;127,3935484;7,131182796
1;-144,6831541;75,42078853;38,28960573;3,262365591;2;24,39354839;116,8415771;-84;-8,103942652;-82,42078853;-15,8688172;-0,103942652;41,39354839;-81,84157706;-37;94,42078853;77,1311828;39,1311828;-31;46,28960573;38,73763441;5,896057348;7,606451613;-33,89605735;65,28960573;45,97275986;-16,15842294;-85,97275986;-67,10394265;20,28960573;-59,8688172;67,1311828;-42,1311828;-8,606451613;-72,28960573;-86,97275986;55,55197133;83,42078853;25,28960573;-4,972759857;23,39354839;-63,8688172
1;-121,6831541;-34,57921147;13,28960573;99,26236559;90;19,39354839;-29,15842294;28;-156,1039427;-22,42078853;102,1311828;14,89605735;53,39354839;47,15842294;39;-15,57921147;62,1311828;38,1311828;-58;94,28960573;-106,2623656;-1,103942652;8,606451613;94,10394265;-41,71039427;-38,02724014;-21,15842294;-19,97275986;-71,10394265;27,28960573;29,1311828;4,131182796;-104,1311828;30,39354839;71,71039427;-8,972759857;48,55197133;-20,57921147;65,28960573;-49,97275986;135,3935484;-42,8688172
1;54,31684588;-54,57921147;-21,71039427;75,26236559;22;130,3935484;79,84157706;98;-94,10394265;-60,42078853;98,1311828;-20,10394265;83,39354839;-1,841577061;90;-67,57921147;-82,8688172;-62,8688172;29;-92,71039427;23,73763441;-95,10394265;-21,39354839;124,1039427;57,28960573;139,9727599;-25,15842294;-37,97275986;-81,10394265;-104,7103943;-77,8688172;27,1311828;75,8688172;6,393548387;-34,28960573;51,02724014;-9,448028674;35,42078853;-80,71039427;20,02724014;49,39354839;54,1311828
1;-28,68315412;89,42078853;-43,71039427;-56,73763441;30;-27,60645161;68,84157706;-30;-147,1039427;64,57921147;116,1311828;-91,10394265;57,39354839;39,15842294;19;13,42078853;82,1311828;85,1311828;-47;56,28960573;-82,26236559;-100,1039427;-31,39354839;91,10394265;21,28960573;124,9727599;80,84157706;13,02724014;-51,10394265;58,28960573;1,131182796;47,1311828;-31,1311828;108,3935484;27,71039427;47,02724014;94,55197133;90,42078853;4,289605735;52,02724014;30,39354839;-24,8688172
1;-144,6831541;50,42078853;37,28960573;87,26236559;-21;142,3935484;-49,15842294;-24;-95,10394265;84,57921147;-49,8688172;-116,1039427;93,39354839;-47,84157706;-95;94,42078853;-41,8688172;20,1311828;-32;62,28960573;-83,26236559;38,89605735;-133,3935484;26,10394265;-16,71039427;-25,02724014;30,84157706;-47,97275986;-100,1039427;-83,71039427;-5,868817204;93,1311828;-6,131182796;83,39354839;-83,28960573;-53,97275986;-50,44802867;20,42078853;84,28960573;-27,97275986;8,393548387;112,1311828
1;-49,68315412;79,42078853;-32,71039427;116,2623656;47;18,39354839;40,84157706;26;34,89605735;-2,42078853;-54,8688172;23,89605735;6,393548387;35,15842294;-98;50,42078853;26,1311828;35,1311828;30;49,28960573;-54,26236559;-104,1039427;-144,3935484;-1,896057348;71,28960573;-3,027240143;-19,15842294;-38,97275986;-6,103942652;-27,71039427;81,1311828;-2,868817204;-56,1311828;116,3935484;-51,28960573;-71,97275986;-48,44802867;35,42078853;-5,710394265;-0,972759857;135,3935484;74,1311828
1;-19,68315412;-81,57921147;1,289605735;95,26236559;76;-25,60645161;-43,15842294;75;41,89605735;44,57921147;75,1311828;-136,1039427;86,39354839;-70,84157706;42;83,42078853;15,1311828;109,1311828;-71;66,28960573;-9,262365591;-6,103942652;-98,39354839;-25,89605735;-44,71039427;22,97275986;90,84157706;-120,9727599;-142,1039427;77,28960573;-17,8688172;95,1311828;-105,1311828;80,39354839;-9,289605735;-64,97275986;127,5519713;-82,57921147;-5,710394265;-47,97275986;14,39354839;8,131182796
1;-76,68315412;51,42078853;-87,71039427;2,262365591;22;123,3935484;-15,15842294;-64;-89,10394265;-105,4207885;48,1311828;-147,1039427;3,393548387;-59,84157706;-6;7,42078853;-14,8688172;36,1311828;77;-39,71039427;-37,26236559;32,89605735;-102,3935484;6,103942652;-19,71039427;26,97275986;21,84157706;-67,97275986;-23,10394265;24,28960573;-77,8688172;-3,868817204;-31,1311828;-36,60645161;-39,28960573;-122,9727599;62,55197133;73,42078853;-43,71039427;-115,9727599;80,39354839;21,1311828
1;-139,6831541;87,42078853;19,28960573;126,2623656;-81;49,39354839;-5,158422939;64;-56,10394265;-39,42078853;-4,868817204;-33,10394265;121,3935484;-118,8415771;49;-46,57921147;35,1311828;-71,8688172;-18;56,28960573;-41,26236559;30,89605735;-92,39354839;61,10394265;3,289605735;-10,02724014;-77,15842294;-11,97275986;-69,10394265;-12,71039427;-39,8688172;36,1311828;69,8688172;0,393548387;96,71039427;-41,97275986;-39,44802867;-43,57921147;60,28960573;-8,972759857;79,39354839;9,131182796
1;-128,6831541;75,42078853;38,28960573;78,26236559;-23;125,3935484;5,841577061;41;-157,1039427;49,57921147;94,1311828;-146,1039427;100,3935484;-36,84157706;-43;-86,57921147;50,1311828;79,1311828;-37;23,28960573;2,737634409;-128,1039427;-102,3935484;-25,89605735;3,289605735;-9,027240143;-22,15842294;29,02724014;-88,10394265;8,289605735;28,1311828;86,1311828;74,8688172;104,3935484;-15,28960573;-49,97275986;-34,44802867;42,42078853;-98,71039427;-59,97275986;-22,60645161;-62,8688172
1;-75,68315412;104,4207885;41,28960573;-10,73763441;-70;125,3935484;113,8415771;-73;4,896057348;-65,42078853;-79,8688172;-115,1039427;67,39354839;-31,84157706;37;76,42078853;-73,8688172;111,1311828;-55;-63,71039427;-20,26236559;-28,10394265;-67,39354839;59,10394265;-24,71039427;62,97275986;-39,15842294;-103,9727599;-23,10394265;-57,71039427;-24,8688172;-63,8688172;-61,1311828;-0,606451613;-37,28960573;-100,9727599;-50,44802867;58,42078853;85,28960573;18,02724014;128,3935484;47,1311828
1;-79,68315412;105,4207885;8,289605735;76,26236559;44;-37,60645161;86,84157706;79;-25,10394265;88,57921147;-53,8688172;-46,10394265;-6,606451613;-9,841577061;-99;64,42078853;52,1311828;110,1311828;-26;15,28960573;-55,26236559;-118,1039427;40,60645161;146,1039427;-92,71039427;105,9727599;12,84157706;-33,97275986;-20,10394265;-44,71039427;-19,8688172;22,1311828;-86,1311828;52,39354839;40,71039427;-119,9727599;-60,44802867;-51,57921147;93,28960573;-100,9727599;63,39354839;105,1311828
1;-128,6831541;99,42078853;-37,71039427;31,26236559;-21;131,3935484;69,84157706;58;-132,1039427;1,57921147;-74,8688172;-47,10394265;21,39354839;-41,84157706;62;-11,57921147;-40,8688172;-67,8688172;-25;25,28960573;-119,2623656;-32,10394265;38,60645161;38,10394265;-10,71039427;127,9727599;109,8415771;-31,97275986;-49,10394265;88,28960573;42,1311828;-26,8688172;-23,1311828;-40,60645161;95,71039427;23,02724014;75,55197133;93,42078853;-48,71039427;59,02724014;-28,60645161;18,1311828
1;-144,6831541;93,42078853;83,28960573;126,2623656;91;123,3935484;-36,15842294;-97;-154,1039427;-92,42078853;112,1311828;-151,1039427;57,39354839;28,15842294;-67;66,42078853;-65,8688172;-23,8688172;44;9,289605735;-49,26236559;13,89605735;40,60645161;96,10394265;-62,71039427;37,97275986;61,84157706;-99,97275986;-152,1039427;7,289605735;85,1311828;20,1311828;-24,1311828;34,39354839;-78,28960573;-66,97275986;-54,44802867;67,42078853;-62,71039427;46,02724014;148,3935484;-58,8688172
1;-11,68315412;15,42078853;-64,71039427;93,26236559;73;80,39354839;-66,15842294;99;6,896057348;-59,42078853;-74,8688172;-134,1039427;150,3935484;76,15842294;4;17,42078853;21,1311828;-18,8688172;-21;-94,71039427;-63,26236559;21,89605735;-115,3935484;58,10394265;92,28960573;130,9727599;-28,15842294;59,02724014;-152,1039427;-104,7103943;97,1311828;56,1311828;-38,1311828;76,39354839;9,710394265;-137,9727599;6,551971326;3,42078853;81,28960573;-72,97275986;101,3935484;-15,8688172
1;-60,68315412;-33,57921147;-81,71039427;103,2623656;-48;97,39354839;-10,15842294;-32;-104,1039427;-39,42078853;37,1311828;-49,10394265;-2,606451613;-82,84157706;50;-36,57921147;-25,8688172;69,1311828;-87;91,28960573;56,73763441;-147,1039427;-147,3935484;144,1039427;-64,71039427;107,9727599;30,84157706;-1,972759857;-147,1039427;29,28960573;45,1311828;117,1311828;10,8688172;37,39354839;-72,28960573;-129,9727599;91,55197133;-10,57921147;30,28960573;-83,97275986;128,3935484;114,1311828
1;-20,68315412;58,42078853;-23,71039427;122,2623656;96;-4,606451613;-41,15842294;27;29,89605735;43,57921147;-60,8688172;0,896057348;-28,60645161;-104,8415771;95;-88,57921147;107,1311828;45,1311828;25;-47,71039427;-89,26236559;4,896057348;-41,39354839;157,1039427;-56,71039427;-32,02724014;104,8415771;-52,97275986;-135,1039427;35,28960573;-72,8688172;7,131182796;22,8688172;-10,60645161;15,71039427;16,02724014;82,55197133;-11,57921147;39,28960573;-56,97275986;-35,60645161;82,1311828
1;-140,6831541;16,42078853;42,28960573;21,26236559;35;63,39354839;-40,15842294;51;-100,1039427;-74,42078853;115,1311828;22,89605735;-24,60645161;46,15842294;-82;109,4207885;40,1311828;105,1311828;-29;53,28960573;1,737634409;-35,10394265;-84,39354839;139,1039427;49,28960573;87,97275986;-4,158422939;42,02724014;-117,1039427;44,28960573;-28,8688172;59,1311828;-79,1311828;-34,60645161;36,71039427;-0,972759857;31,55197133;86,42078853;37,28960573;36,02724014;103,3935484;71,1311828
1;-15,68315412;-45,57921147;93,28960573;14,26236559;6;151,3935484;20,84157706;-68;-86,10394265;-70,42078853;-59,8688172;-156,1039427;69,39354839;32,15842294;7;-3,57921147;25,1311828;11,1311828;-23;13,28960573;47,73763441;-81,10394265;41,60645161;78,10394265;-25,71039427;-2,027240143;-70,15842294;-2,972759857;33,89605735;-89,71039427;-73,8688172;89,1311828;23,8688172;6,393548387;-63,28960573;-46,97275986;26,55197133;-10,57921147;-85,71039427;0,027240143;98,39354839;43,1311828
1;-117,6831541;-77,57921147;-31,71039427;-55,73763441;-16;76,39354839;-1,158422939;-74;-64,10394265;-108,4207885;-39,8688172;-73,10394265;141,3935484;-53,84157706;42;-18,57921147;-37,8688172;44,1311828;-86;-44,71039427;-105,2623656;-141,1039427;-144,3935484;12,10394265;50,28960573;133,9727599;-62,15842294;-137,9727599;-25,10394265;-85,71039427;-52,8688172;-34,8688172;-99,1311828;16,39354839;-37,28960573;-25,97275986;114,5519713;92,42078853;-76,71039427;-0,972759857;124,3935484;28,1311828
1;-16,68315412;44,42078853;76,28960573;112,2623656;82;34,39354839;114,8415771;9;-66,10394265;-11,42078853;13,1311828;-89,10394265;7,393548387;14,15842294;-35;43,42078853;31,1311828;86,1311828;28;-50,71039427;-107,2623656;-14,10394265;-124,3935484;134,1039427;-1,710394265;123,9727599;-33,15842294;17,02724014;-102,1039427;66,28960573;77,1311828;-65,8688172;-104,1311828;99,39354839;-31,28960573;34,02724014;50,55197133;102,4207885;91,28960573;-79,97275986;-7,606451613;-47,8688172
1;46,31684588;19,42078853;14,28960573;8,262365591;35;-6,606451613;-19,15842294;45;9,896057348;8,57921147;114,1311828;-53,10394265;-32,60645161;-49,84157706;-75;5,42078853;-79,8688172;-16,8688172;-23;4,289605735;46,73763441;-111,1039427;-65,39354839;125,1039427;-68,71039427;58,97275986;-23,15842294;-7,972759857;-51,10394265;79,28960573;-59,8688172;107,1311828;-31,1311828;-46,60645161;-56,28960573;-137,9727599;-48,44802867;85,42078853;-3,710394265;-46,97275986;2,393548387;48,1311828
1;-141,6831541;-9,57921147;-41,71039427;2,262365591;52;-7,606451613;-58,15842294;59;34,89605735;20,57921147;85,1311828;-146,1039427;96,39354839;-12,84157706;71;22,42078853;-71,8688172;-37,8688172;69;89,28960573;-39,26236559;24,89605735;-24,39354839;108,1039427;37,28960573;93,97275986;55,84157706;20,02724014;-63,10394265;-70,71039427;58,1311828;-39,8688172;-87,1311828;61,39354839;88,71039427;-76,97275986;-21,44802867;51,42078853;69,28960573;18,02724014;86,39354839;-61,8688172
1;-134,6831541;-77,57921147;31,28960573;29,26236559;-44;8,393548387;113,8415771;14;10,89605735;85,57921147;-46,8688172;-40,10394265;129,3935484;-80,84157706;-74;42,42078853;94,1311828;-63,8688172;64;-73,71039427;-52,26236559;-86,10394265;-90,39354839;111,1039427;-56,71039427;-44,02724014;18,84157706;-63,97275986;34,89605735;-74,71039427;36,1311828;-73,8688172;53,8688172;-16,60645161;37,71039427;-46,97275986;16,55197133;104,4207885;65,28960573;35,02724014;-22,60645161;97,1311828
1;-60,68315412;109,4207885;-15,71039427;33,26236559;53;24,39354839;-3,158422939;-41;-41,10394265;-41,42078853;39,1311828;-27,10394265;19,39354839;-14,84157706;20;-70,57921147;73,1311828;-49,8688172;-24;-0,710394265;10,73763441;-58,10394265;-121,3935484;107,1039427;51,28960573;63,97275986;2,841577061;-52,97275986;-37,10394265;-17,71039427;51,1311828;-1,868817204;0,868817204;30,39354839;48,71039427;-114,9727599;100,5519713;22,42078853;67,28960573;-38,97275986;-41,60645161;-53,8688172
1;-105,6831541;-69,57921147;46,28960573;97,26236559;64;59,39354839;19,84157706;-12;2,896057348;-107,4207885;14,1311828;-61,10394265;-26,60645161;-61,84157706;-81;-46,57921147;-41,8688172;15,1311828;29;-79,71039427;-18,26236559;-92,10394265;46,60645161;69,10394265;22,28960573;107,9727599;-50,15842294;5,027240143;-30,10394265;-74,71039427;104,1311828;-28,8688172;-89,1311828;-35,60645161;33,71039427;-2,972759857;10,55197133;5,42078853;-30,71039427;24,02724014;-41,60645161;61,1311828
1;-35,68315412;-27,57921147;-100,7103943;32,26236559;17;-25,60645161;-68,15842294;31;-119,1039427;-49,42078853;-61,8688172;25,89605735;-38,60645161;-25,84157706;67;-51,57921147;-34,8688172;-28,8688172;-8;-20,71039427;53,73763441;-37,10394265;-77,39354839;-10,89605735;72,28960573;-29,02724014;-0,158422939;-54,97275986;-11,10394265;83,28960573;-79,8688172;26,1311828;-67,1311828;140,3935484;3,710394265;59,02724014;-48,44802867;-1,57921147;11,28960573;31,02724014;-32,60645161;10,1311828
1;-101,6831541;-57,57921147;-78,71039427;89,26236559;32;70,39354839;73,84157706;-38;-61,10394265;59,57921147;79,1311828;-68,10394265;9,393548387;-84,84157706;-78;-42,57921147;105,1311828;39,1311828;52;1,289605735;-124,2623656;20,89605735;-104,3935484;86,10394265;33,28960573;117,9727599;-24,15842294;-58,97275986;-82,10394265;47,28960573;-52,8688172;-15,8688172;73,8688172;71,39354839;73,71039427;-3,972759857;53,55197133;69,42078853;-28,71039427;-7,972759857;4,393548387;21,1311828
1;0,316845878;20,42078853;13,28960573;85,26236559;-42;15,39354839;22,84157706;-100;5,896057348;-18,42078853;37,1311828;-147,1039427;20,39354839;1,158422939;-4;65,42078853;-75,8688172;8,131182796;83;-30,71039427;49,73763441;9,896057348;-97,39354839;19,10394265;10,28960573;-17,02724014;-30,15842294;24,02724014;-14,10394265;-52,71039427;13,1311828;92,1311828;-83,1311828;68,39354839;9,710394265;-37,97275986;23,55197133;-57,57921147;72,28960573;-6,972759857;-30,60645161;81,1311828
1;-90,68315412;-18,57921147;-16,71039427;82,26236559;50;128,3935484;12,84157706;-88;-107,1039427;30,57921147;58,1311828;-39,10394265;52,39354839;61,15842294;22;-50,57921147;-49,8688172;73,1311828;85;44,28960573;9,737634409;-34,10394265;-95,39354839;80,10394265;-65,71039427;73,97275986;46,84157706;-24,97275986;-3,103942652;0,289605735;51,1311828;117,1311828;-110,1311828;132,3935484;0,710394265;-81,97275986;49,55197133;-85,57921147;-46,71039427;25,02724014;138,3935484;83,1311828
1;-67,68315412;83,42078853;40,28960573;-20,73763441;82;142,3935484;40,84157706;5;-16,10394265;-68,42078853;-51,8688172;-32,10394265;66,39354839;52,15842294;-84;-17,57921147;-75,8688172;-21,8688172;-89;34,28960573;-18,26236559;-102,1039427;-55,39354839;27,10394265;-46,71039427;66,97275986;116,8415771;28,02724014;-11,10394265;60,28960573;13,1311828;-10,8688172;32,8688172;-7,606451613;-65,28960573;19,02724014;-44,44802867;31,42078853;29,28960573;2,027240143;131,3935484;-74,8688172
1;-133,6831541;-19,57921147;93,28960573;115,2623656;-5;11,39354839;-26,15842294;-89;3,896057348;54,57921147;-49,8688172;-121,1039427;12,39354839;1,158422939;-23;27,42078853;44,1311828;28,1311828;60;-10,71039427;44,73763441;-97,10394265;16,60645161;7,103942652;81,28960573;126,9727599;-42,15842294;-125,9727599;19,89605735;59,28960573;-65,8688172;111,1311828;56,8688172;134,3935484;-40,28960573;18,02724014;-1,448028674;-74,57921147;-68,71039427;-106,9727599;2,393548387;-69,8688172
1;42,31684588;-10,57921147;29,28960573;89,26236559;72;93,39354839;-28,15842294;11;-27,10394265;43,57921147;30,1311828;32,89605735;-9,606451613;71,15842294;22;-11,57921147;-68,8688172;-5,868817204;-84;-60,71039427;12,73763441;-127,1039427;-117,3935484;84,10394265;-80,71039427;-37,02724014;-50,15842294;-45,97275986;-110,1039427;86,28960573;73,1311828;19,1311828;-104,1311828;145,3935484;-43,28960573;42,02724014;-40,44802867;-32,57921147;-17,71039427;45,02724014;45,39354839;19,1311828
1;-140,6831541;14,42078853;-7,710394265;-50,73763441;0;17,39354839;10,84157706;72;22,89605735;50,57921147;97,1311828;-65,10394265;-46,60645161;-9,841577061;-20;-39,57921147;-54,8688172;51,1311828;74;54,28960573;24,73763441;42,89605735;16,60645161;-28,89605735;11,28960573;16,97275986;-70,15842294;26,02724014;-126,1039427;55,28960573;15,1311828;-43,8688172;-86,1311828;52,39354839;-43,28960573;-82,97275986;65,55197133;52,42078853;-9,710394265;5,027240143;28,39354839;-75,8688172
1;-76,68315412;-56,57921147;25,28960573;92,26236559;84;94,39354839;118,8415771;21;-47,10394265;-13,42078853;5,131182796;-112,1039427;121,3935484;-50,84157706;35;91,42078853;-31,8688172;-50,8688172;85;-92,71039427;-104,2623656;-142,1039427;-99,39354839;69,10394265;-89,71039427;-28,02724014;-6,158422939;-91,97275986;9,896057348;73,28960573;-19,8688172;72,1311828;75,8688172;147,3935484;22,71039427;-121,9727599;-38,44802867;-28,57921147;25,28960573;-87,97275986;-39,60645161;-46,8688172
